ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,10,,641,,,False,Dual,United States,True,,Drum,,,No,Front,,LFNE5BSP303AW12,AS/NZS 2040.1:2005/Amdt 3:2010,2.74381396732,2.5,0.00069,0.88,"Normal Eco, Temp Hot, Spin Speed High, Soil Level Medium, Options third rinse","Australia,Fiji,New Zealand",0.86,87080,Approved,134.91,0.0,Drum,0.66388,,2020-01-14,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,10,,641,,,False,Dual,United States,True,,Drum,,,No,Front,,LTGE5ASP303AW01,AS/NZS 2040.1:2005/Amdt 3:2010,2.74381396732,2.5,0.00069,0.88,"Normal Eco, Temp Hot, Spin Speed High, Soil Level Medium, Options third rinse","Australia,Fiji,New Zealand",0.86,87080,Approved,134.91,0.0,Drum,0.66388,,2020-01-14,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,10,,641,,,False,Dual,United States,True,,Drum,,,No,Front,,LTEE5ASP433AW01,AS/NZS 2040.1:2005/Amdt 3:2010,2.74381396732,2.5,0.00069,0.88,"Normal Eco, Temp Hot, Spin Speed High, Soil Level Medium, Options third rinse","Australia,Fiji,New Zealand",0.86,87080,Approved,134.91,0.0,Drum,0.66388,,2020-01-14,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,10,,641,,,False,Dual,United States,True,,Drum,,,No,Front,,LFNE5BSP303AW01,AS/NZS 2040.1:2005/Amdt 3:2010,2.74381396732,2.5,0.00069,0.88,"Normal Eco, Temp Hot, Spin Speed High, Soil Level Medium, Options third rinse","Australia,Fiji,New Zealand",0.86,87080,Approved,134.91,0.0,Drum,0.66388,,2020-01-14,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,10,,641,,,False,Dual,United States,True,,Drum,,,No,Front,,ATGE9AWP303AW01,AS/NZS 2040.1:2005/Amdt 3:2010,2.74381396732,2.5,0.00069,0.88,"Normal Eco, Temp Hot, Spin Speed High, Soil Level Medium, Options third rinse","Australia,Fiji,New Zealand",0.86,87080,Approved,134.91,0.0,Drum,0.66388,,2020-01-14,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,10,,641,,,False,Dual,United States,True,,Drum,,,No,Front,,ATEE9AWP433AW01,AS/NZS 2040.1:2005/Amdt 3:2010,2.74381396732,2.5,0.00069,0.88,"Normal Eco, Temp Hot, Spin Speed High, Soil Level Medium, Options third rinse","Australia,Fiji,New Zealand",0.86,87080,Approved,134.91,0.0,Drum,0.66388,,2020-01-14,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,10,,641,,,False,Dual,United States,True,,Drum,,,No,Front,,AFNE9BSP303AN01,AS/NZS 2040.1:2005/Amdt 3:2010,2.74381396732,2.5,0.00069,0.88,"Normal Eco, Temp Hot, Spin Speed High, Soil Level Medium, Options third rinse","Australia,Fiji,New Zealand",0.86,87080,Approved,134.91,0.0,Drum,0.66388,,2020-01-14,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,10,181,278,"Cotton, Cold, 2 Rinses, Intensive, 1400 rpm",82.444,True,Cold,"""Korea, Republic of""",True,700.0,Drum,850.0,0.0,Yes on both the warm and cold wash programs,Front,,WD10J8420GW,AS/NZS 2040.1:2005/Amdt 3:2010,4.67383786932,4.5,0.0,0.392,"Cotton, 40°C, 2 Rinses, Intensive, 1400 rpm","Australia,Fiji,New Zealand",0.392,86404,Approved,235.89,82.444,Drum,0.573,600.0,2020-01-19,,Single product class,Available,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BEKO,8,,320,,,False,Cold,Turkey,True,600.0,Drum,840.0,,Yes on the warm wash program only,Front,Drum,WMY 8046 LB2,AS/NZS 2040.1:2005/Amdt 3:2010,4.01564336262,4.0,0.0,0.5,Cottons Eco; 40°C; 1400rpm,"Australia,New Zealand",0.5,86239,Approved,264.53,0.0,Drum,0.53237,600.0,2019-12-05,,Single product class,Available,http://www.beko.com/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BEKO,9,,360,,,False,Cold,Turkey,True,600.0,Drum,840.0,,Yes on the warm wash program only,Front,Drum,WMY 9046 LB2,AS/NZS 2040.1:2005/Amdt 3:2010,4.0012020277,4.0,0.0,0.5,Cottons Eco; 40°C; 1400rpm,"Australia,New Zealand",0.5,86109,Approved,296.77,0.0,Drum,0.5402,600.0,2019-12-02,,Single product class,Available,http://www.beko.com/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Panasonic,8,,295,,,False,Cold,"China,Japan",True,,Drum,,,Yes on the warm wash program only,Front,,NA-128VG5,AS/NZS 2040.1:2005/Amdt 3:2010,4.02641451428,4.0,1e-05,0.18,"Cotton ECO 40ºC, 1200 rpm","Australia,New Zealand",0.18,87224,Approved,282.3,0.0,Drum,0.61904,,2020-01-23,,Single product class,Available,,http://N/A,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,8,,373,,,False,Cold,Thailand,True,,Drum,,,Yes on the warm wash program only,Front,,SWF12843,AS/NZS 2040.1:2005/Amdt 3:2010,3.67586227755,3.5,0.001,0.505,Eco 60degC 1200rpm,"Australia,Fiji,New Zealand",0.503,85785,Approved,231.9,0.0,Drum,0.53,,2019-11-19,,Single product class,Available,,http://www.simpson.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Esatto,6,,544,,,False,Dual,China,True,560.0,Non Drum,940.0,,No,Top,Impeller,ETL6,AS/NZS 2040.1:2005/Amdt 3:2010,1.80950294438,1.5,7e-06,0.78,"Normal, Hot & Cold, Water Level 4","Australia,Fiji,New Zealand",0.79,85706,Approved,89.0,0.0,Non-Drum,0.7531,545.0,2019-11-19,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BENCO,7,,527,,,False,Dual,China,True,560.0,Non Drum,960.0,,No,Top,Impeller,BAW70AUA,AS/NZS 2040.1:2005/Amdt 3:2010,2.44447028792,2.0,0.0,0.029,"Water-saving, Remaining Default (Water Temp: Warm, Water Level: Extra High)",Australia,0.029,85689,Approved,72.6,0.0,Non-Drum,0.59,581.0,2019-11-19,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Baumatic,10,,973,,,False,Dual,China,False,686.0,Non Drum,1023.0,,No,Top,Agitator,BTLW10,AS/NZS 2040.1:2005/Amdt 3:2010,1.60603565803,1.5,0.0,2.14,"Normal, Water Level 8","Australia,New Zealand",2.14,86189,Approved,136.2,0.0,Non-Drum,0.78,718.0,2019-12-05,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,7,,347,,,False,Cold,Thailand,True,,Drum,,,Yes on the warm wash program only,Front,,SWF14743,AS/NZS 2040.1:2005/Amdt 3:2010,3.57242926473,3.5,0.001,0.501,Eco 60degC 1400rpm,"Australia,Fiji,New Zealand",0.5,85782,Approved,205.6,0.0,Drum,0.506,,2019-11-19,,Single product class,Available,,http://www.simpson.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,EUROMAID,5.5,,474,,,False,Cold,China,True,450.0,Drum,840.0,,Yes on the warm wash program only,Front,,WM55,AS/NZS 2040.1:2005/Amdt 3:2010,2.00487621519,2.0,0.0,1.35,"Cotton, 60 C ,1000rpm","Australia,New Zealand",0.2,69057,Approved,263.0,0.0,Drum,0.68286,600.0,2017-11-06,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Lectroni,6,57,245,Standard Cotton + Temp,56.12,False,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,LWM-FF6-A812TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.79257482163,3.5,0.00019,0.42,Standard Cotton + Temp 40,"Australia,Fiji,New Zealand",0.06,87626,Approved,187.0,56.12,Drum,0.63,,2020-02-16,,Single product class,Available,http://www.galanz.com/,http://www.lectroni.comau/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Lectroni,6,57,245,Standard Cotton + Temp,56.12,False,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,LWM-FF6-A512TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.79257482163,3.5,0.00019,0.42,Standard Cotton + Temp 40,"Australia,Fiji,New Zealand",0.06,87626,Approved,187.0,56.12,Drum,0.63,,2020-02-16,,Single product class,Available,http://www.galanz.com/,http://www.lectroni.comau/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Lectroni,6,57,245,Standard Cotton + Temp,56.12,False,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,LWM-FF6-A212TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.79257482163,3.5,0.00019,0.42,Standard Cotton + Temp 40,"Australia,Fiji,New Zealand",0.06,87626,Approved,187.0,56.12,Drum,0.63,,2020-02-16,,Single product class,Available,http://www.galanz.com/,http://www.lectroni.comau/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Gorenje,7.5,,273,N/A,,False,Cold,Slovenia,True,600.0,Drum,850.0,,Yes on the warm wash program only,Front,,W7523,AS/NZS 2040.1:2005/Amdt 3:2010,3.94214252329,3.5,8e-05,0.64,"Cotton 40, 1200rpm","Australia,Fiji,New Zealand",0.14,81811,Approved,219.92,0.0,Drum,0.67984,600.0,2019-06-23,,Single product class,Available,http://www.gorenje.si/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Stirling,9,0,801,-,0.0,False,Dual,China,True,626.0,Non Drum,985.0,0.0,No,Top,Impeller,XQB100-Y1066S,AS/NZS 2040.1:2005/Amdt 3:2010,1.82851724457,1.5,0.0,1.2,"Normal, Remaining default (Water Level:Extra High, Water Temp:Warm)","Australia,Fiji,New Zealand",1.2,72741,Approved,116.0,0.0,Non-Drum,78.2,601.0,2018-06-24,,Single product class,Available,,http://www.tempoaustralia.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Lectroni,7,70,340,"Symbol of clothes & arrow with selection Temp, ---oC and Spin Speed 1000 RPM",63.89,False,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,LWM-FF7-A810TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.37658694389,3.0,0.00014,0.42,"Symbol of clothes & arrow with selection Temp, 40 Degree C and Spin Speed 1000 RPM","Australia,Fiji,New Zealand",0.06,87592,Approved,185.0,63.89,Drum,0.661,,2020-02-10,,Single product class,Available,http://www.galanz.com/,http://www.lectroni.comau/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Lectroni,7,70,340,"Symbol of clothes & arrow with selection Temp, ---oC and Spin Speed 1000 RPM",63.89,False,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,LWM-FF7-A510TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.37658694389,3.0,0.00014,0.42,"Symbol of clothes & arrow with selection Temp, 40 Degree C and Spin Speed 1000 RPM","Australia,Fiji,New Zealand",0.06,87592,Approved,185.0,63.89,Drum,0.661,,2020-02-10,,Single product class,Available,http://www.galanz.com/,http://www.lectroni.comau/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Lectroni,7,70,340,"Symbol of clothes & arrow with selection Temp, ---oC and Spin Speed 1000 RPM",63.89,False,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,LWM-FF7-A210TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.37658694389,3.0,0.00014,0.42,"Symbol of clothes & arrow with selection Temp, 40 Degree C and Spin Speed 1000 RPM","Australia,Fiji,New Zealand",0.06,87592,Approved,185.0,63.89,Drum,0.661,,2020-02-10,,Single product class,Available,http://www.galanz.com/,http://www.lectroni.comau/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8.5,172,312,"Cotton, Cold, Intensive, Rinse 2, 1400 rpm",67.6,False,Cold,China,True,,Drum,,0.4,Yes on the warm wash program only,Front,,WW85J5410IW,AS/NZS 2040.1:2005/Amdt 3:2010,4.11871790218,4.0,3.2e-05,0.36,"Cotton, 40°C, Intensive, Rinse 2, 1400 rpm","Australia,Fiji,New Zealand",0.37,90017,Approved,275.0,68.0,Drum,0.57575,,2020-05-27,,Single product class,Available,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8.5,160,870,"Water saving, Cold, Water level 7",109.3,False,Dual,"""Korea, Republic of""",True,675.0,Non Drum,1030.0,0.4,No,Top,Impeller,WA85GWG,AS/NZS 2040.1:2005/Amdt 3:2010,1.54507037486,1.5,0.0,0.22,"Water Saving, Cold & Hot, Water Level 7","Australia,Fiji,New Zealand",0.22,67839,Approved,98.0,109.7,Non-Drum,0.70692,630.0,2017-09-02,,Single product class,Unavailable,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8.5,160,870,"Water saving, Cold, Water level 7",109.3,False,Dual,"""Korea, Republic of""",True,675.0,Non Drum,1030.0,0.4,No,Top,Impeller,WA85GWW,AS/NZS 2040.1:2005/Amdt 3:2010,1.54507037486,1.5,0.0,0.22,"Water Saving, Cold & Hot, Water Level 7","Australia,Fiji,New Zealand",0.22,67839,Approved,98.0,109.7,Non-Drum,0.70692,630.0,2017-09-02,,Single product class,Unavailable,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Midea,5,,406,,,False,Cold,China,False,470.0,Drum,850.0,,Yes on the warm wash program only,Front,,MFWS512,AS/NZS 2040.1:2005/Amdt 3:2010,2.25336230078,2.0,0.0,0.35,Cotton Intensive 60°C,Australia,0.05,87655,Approved,278.5,0.0,Drum,0.585,595.0,2020-05-20,,Single product class,Available,http://www.castel.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Midea,7,,455,,,False,Cold,China,True,565.0,Drum,855.0,,Yes on the warm wash program only,Front,,MFWS712,AS/NZS 2040.1:2005/Amdt 3:2010,2.73574088515,2.5,3.3e-05,0.39,Cotton 60°C,Australia,0.38,87798,Approved,282.9,0.0,Drum,0.644,595.0,2020-05-20,,Single product class,Available,http://www.castel.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,136,290,"Cotton, Cold, Intensive, Rinse 2, 1400 rpm",59.6,True,Dual,China,True,,Drum,,0.4,Yes on the warm wash program only,Front,,WD75J5410AW,AS/NZS 2040.1:2005/Amdt 3:2010,4.02234889428,4.0,5.2138e-05,0.43,"Cotton, 40°C, Intensive, Rinse 2, 1400 rpm","Australia,Fiji,New Zealand",0.42,89753,Approved,275.0,60.0,Drum,0.56897,,2020-05-26,,Single product class,Available,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,10,94,561,"Water Saving, Wash 20 min, Spin 12 min, Cold, Rinse 3, Water level 7",94.4,False,Dual,China,True,,Non Drum,,0.4,No,Top,Impeller,WA10H7200,AS/NZS 2040.1:2005/Amdt 3:2010,3.05710194014,3.0,4e-05,0.51,"Water Saving, Wash 20 min, Spin 12 min, Warm, Rinse 3, Water level 7","Australia,Fiji,New Zealand",0.51,82602,Approved,77.0,94.8,Non-Drum,0.66019,,2019-08-10,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HOOVER,9,,257,,76.4,False,Cold,"Italy,China",True,640.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,DST 10146P,AS/NZS 2040.1:2005/Amdt 3:2010,4.54628274058,4.5,5e-05,1.8,"Cotton 40 C, Max Wash Time 1400 RPM","Australia,New Zealand",0.17,50312,Approved,189.0,76.4,Drum,0.60711,600.0,2015-07-06,,Single product class,Unavailable,http://www.candy-group.com/,http://www.andico.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,7,76,327,,70.76,False,Dual,Thailand,True,,Non Drum,,13.62,No,Top,Agitator,WA70T60F*,AS/NZS 2040.1:2005/Amdt 3:2010,3.61,3.5,0.0004,1.2,Default; Warm/Cold; Eco (Save Water ++),"Australia,New Zealand",0.0,56650,Approved,55.0,84.37,Non-Drum,0.62,,2016-05-14,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HOOVER,6.5,0,334,,,False,Cold,China,True,520.0,Drum,850.0,,Yes on the warm wash program only,Front,Drum,VHDF 710,AS/NZS 2040.1:2005/Amdt 3:2010,3.12881397855,3.0,0.0,0.68,"Cotton 40 C, 1000 RPM","Australia,New Zealand",0.17,61177,Approved,214.74,0.0,Drum,0.74912,600.0,2016-10-10,,Single product class,Unavailable,http://www.candy-group.com/,http://www.andico.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,7.5,,285,,,False,Dual,China,True,,Drum,,,Yes on the warm wash program only,Front,,WH7560P*,AS/NZS 2040.1:2005/Amdt 3:2010,4.08591325943,4.0,1e-05,0.1,"Cottons, 40ºC, Eco","Australia,New Zealand",0.0,70141,Approved,243.0,0.0,Drum,0.55,,2018-02-11,,Single product class,Available,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,6.5,60,655,Normal cold water level L,60.12,False,Dual,Thailand,True,606.0,Non Drum,928.0,33.18,No,Top,Impeller,WF-T6571,AS/NZS 2040.1:2005/Amdt 3:2010,1.52323019208,1.5,1.1e-05,1.015,Normal warm water level L,"Australia,New Zealand",1.007,63685,Approved,64.6,93.3,Non-Drum,0.78,590.0,2017-02-20,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,8.5,,320,,,False,Dual,China,True,,Drum,,,Yes on the warm wash program only,Front,,WH8560J1,AS/NZS 2040.1:2005/Amdt 3:2010,4.03464290762,4.0,1e-05,0.1,"Cottons, 40ºC, Eco","Australia,New Zealand",0.0,69871,Approved,238.0,0.0,Drum,0.59,,2018-01-16,,Single product class,Available,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,8.5,,320,,,False,Dual,China,True,,Drum,,,Yes on the warm wash program only,Front,,WH8560P1,AS/NZS 2040.1:2005/Amdt 3:2010,4.08547910063,4.0,1e-05,0.1,"Cottons, 40ºC, Eco","Australia,New Zealand",0.0,69860,Approved,244.0,0.0,Drum,0.57,,2018-01-16,,Single product class,Available,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,8,,221,,66.4,False,Cold,Germany,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,W 5000,AS/NZS 2040.1:2005/Amdt 3:2010,4.84163603118,4.5,0.001,0.1,Cottons Eco 40'C,"Australia,New Zealand",0.1,57306,Approved,173.0,66.4,Drum,0.51,,2016-05-03,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
